token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
16819,QNIFTY-EQ,QNIFTY,,-1.000000,1,,NSE,1.000000
26037,FINNIFTY,FINNIFTY,,-1.000000,1,,NSE,0.000000
7451,NIFTY50ADD-EQ,NIFTY50ADD,,-1.000000,1,,NSE,1.000000
24781,BSLNIFTY-EQ,BSLNIFTY,,-1.000000,1,,NSE,1.000000
26009,BANKNIFTY,BANKNIFTY,,-1.000000,1,,NSE,0.000000
29553,NIFTYIETF-EQ,NIFTYIETF,,-1.000000,1,,NSE,1.000000
26074,MIDCPNIFTY,MIDCPNIFTY,,-1.000000,-1,,NSE,0.000000
6353,NIFTYETF-EQ,NIFTYETF,,-1.000000,1,,NSE,1.000000
21252,AXISNIFTY-EQ,AXISNIFTY,,-1.000000,1,,NSE,1.000000
26000,NIFTY,NIFTY,,-1.000000,1,,NSE,0.000000
5851,BANKNIFTY1-EQ,BANKNIFTY1,,-1.000000,1,,NSE,1.000000
11591,HDFCNIFTY-EQ,HDFCNIFTY,,-1.000000,1,,NSE,1.000000
19237,MONIFTY500-EQ,MONIFTY500,,-1.000000,1,,NSE,1.000000
21959,NIFTYBETF-EQ,NIFTYBETF,,-1.000000,1,,NSE,1.000000
25258,EBANKNIFTY-EQ,EBANKNIFTY,,-1.000000,1,,NSE,1.000000
29944,NIFTY100EW-EQ,NIFTY100EW,,-1.000000,1,,NSE,1.000000
537007,NIFTYIETF,NIFTYIETF,,-1.000000,1,,BSE,1.000000
537708,NIFTY1,NIFTY1,,-1.000000,1,,BSE,1.000000
543474,BSLNIFTY,BSLNIFTY,,-1.000000,1,,BSE,1.000000
590136,BANKNIFTY1,BANKNIFTY1,,-1.000000,1,,BSE,1.000000
543574,NIFTYQLITY,NIFTYQLITY,,-1.000000,1,,BSE,1.000000
544092,NIFTYBETF,NIFTYBETF,,-1.000000,1,,BSE,1.000000
543440,NIFTY50ADD,NIFTY50ADD,,-1.000000,1,,BSE,1.000000
590103,NIFTYBEES,NIFTYBEES,,-1.000000,1,,BSE,1.000000
542131,NIFTYETF,NIFTYETF,,-1.000000,1,,BSE,1.000000
590110,QNIFTY,QNIFTY,,-1.000000,1,,BSE,1.000000
539516,HDFCNIFTY,HDFCNIFTY,,-1.000000,1,,BSE,1.000000
37799,NIFTY25JUN2623000CE,NIFTY,25JUN2026,2300000.000000,75,OPTIDX,NFO,5.000000
38154,NIFTY25JUN2629000CE,NIFTY,25JUN2026,2900000.000000,75,OPTIDX,NFO,5.000000
38150,NIFTY26JUN2529000CE,NIFTY,26JUN2025,2900000.000000,75,OPTIDX,NFO,5.000000
38376,NIFTY24DEC2520000CE,NIFTY,24DEC2025,2000000.000000,75,OPTIDX,NFO,5.000000
38438,NIFTY08MAY2521150CE,NIFTY,08MAY2025,2115000.000000,75,OPTIDX,NFO,5.000000
38452,NIFTY08MAY2521500CE,NIFTY,08MAY2025,2150000.000000,75,OPTIDX,NFO,5.000000
38160,NIFTY24JUN2729000CE,NIFTY,24JUN2027,2900000.000000,75,OPTIDX,NFO,5.000000
38454,NIFTY08MAY2521550CE,NIFTY,08MAY2025,2155000.000000,75,OPTIDX,NFO,5.000000
38458,NIFTY08MAY2521650CE,NIFTY,08MAY2025,2165000.000000,75,OPTIDX,NFO,5.000000
38466,NIFTY08MAY2521850CE,NIFTY,08MAY2025,2185000.000000,75,OPTIDX,NFO,5.000000
38480,NIFTY08MAY2522150CE,NIFTY,08MAY2025,2215000.000000,75,OPTIDX,NFO,5.000000
38486,NIFTY08MAY2522300CE,NIFTY,08MAY2025,2230000.000000,75,OPTIDX,NFO,5.000000
38503,NIFTY08MAY2522600PE,NIFTY,08MAY2025,2260000.000000,75,OPTIDX,NFO,5.000000
38523,NIFTY08MAY2522900PE,NIFTY,08MAY2025,2290000.000000,75,OPTIDX,NFO,5.000000
38527,NIFTY08MAY2523000PE,NIFTY,08MAY2025,2300000.000000,75,OPTIDX,NFO,5.000000
38543,NIFTY08MAY2523300PE,NIFTY,08MAY2025,2330000.000000,75,OPTIDX,NFO,5.000000
38563,NIFTY08MAY2523550PE,NIFTY,08MAY2025,2355000.000000,75,OPTIDX,NFO,5.000000
38565,NIFTY08MAY2523600PE,NIFTY,08MAY2025,2360000.000000,75,OPTIDX,NFO,5.000000
38597,NIFTY08MAY2524150PE,NIFTY,08MAY2025,2415000.000000,75,OPTIDX,NFO,5.000000
38635,NIFTY08MAY2524900PE,NIFTY,08MAY2025,2490000.000000,75,OPTIDX,NFO,5.000000
38632,NIFTY08MAY2524850CE,NIFTY,08MAY2025,2485000.000000,75,OPTIDX,NFO,5.000000
38623,NIFTY08MAY2524650CE,NIFTY,08MAY2025,2465000.000000,75,OPTIDX,NFO,5.000000
38627,NIFTY08MAY2524750CE,NIFTY,08MAY2025,2475000.000000,75,OPTIDX,NFO,5.000000
38639,NIFTY08MAY2525000PE,NIFTY,08MAY2025,2500000.000000,75,OPTIDX,NFO,5.000000
39680,NIFTY26JUN2516000PE,NIFTY,26JUN2025,1600000.000000,75,OPTIDX,NFO,5.000000
39986,NIFTY26JUN2519000PE,NIFTY,26JUN2025,1900000.000000,75,OPTIDX,NFO,5.000000
40091,NIFTY26JUN2515000PE,NIFTY,26JUN2025,1500000.000000,75,OPTIDX,NFO,5.000000
43818,NIFTY09APR2521500CE,NIFTY,09APR2025,2150000.000000,75,OPTIDX,NFO,5.000000
43821,NIFTY09APR2521550PE,NIFTY,09APR2025,2155000.000000,75,OPTIDX,NFO,5.000000
43822,NIFTY09APR2521600CE,NIFTY,09APR2025,2160000.000000,75,OPTIDX,NFO,5.000000
43843,NIFTY09APR2522100PE,NIFTY,09APR2025,2210000.000000,75,OPTIDX,NFO,5.000000
43847,NIFTY09APR2522200PE,NIFTY,09APR2025,2220000.000000,75,OPTIDX,NFO,5.000000
43848,NIFTY09APR2522250CE,NIFTY,09APR2025,2225000.000000,75,OPTIDX,NFO,5.000000
43859,NIFTY09APR2522500PE,NIFTY,09APR2025,2250000.000000,75,OPTIDX,NFO,5.000000
43869,NIFTY09APR2522700PE,NIFTY,09APR2025,2270000.000000,75,OPTIDX,NFO,5.000000
43860,NIFTY09APR2522550CE,NIFTY,09APR2025,2255000.000000,75,OPTIDX,NFO,5.000000
43872,NIFTY09APR2522800CE,NIFTY,09APR2025,2280000.000000,75,OPTIDX,NFO,5.000000
43901,NIFTY09APR2523300PE,NIFTY,09APR2025,2330000.000000,75,OPTIDX,NFO,5.000000
43935,NIFTY09APR2524000PE,NIFTY,09APR2025,2400000.000000,75,OPTIDX,NFO,5.000000
43936,NIFTY09APR2524050CE,NIFTY,09APR2025,2405000.000000,75,OPTIDX,NFO,5.000000
43932,NIFTY09APR2523950CE,NIFTY,09APR2025,2395000.000000,75,OPTIDX,NFO,5.000000
43917,NIFTY09APR2523700PE,NIFTY,09APR2025,2370000.000000,75,OPTIDX,NFO,5.000000
43941,NIFTY09APR2524150PE,NIFTY,09APR2025,2415000.000000,75,OPTIDX,NFO,5.000000
43951,NIFTY09APR2524400PE,NIFTY,09APR2025,2440000.000000,75,OPTIDX,NFO,5.000000
43939,NIFTY09APR2524100PE,NIFTY,09APR2025,2410000.000000,75,OPTIDX,NFO,5.000000
43949,NIFTY09APR2524350PE,NIFTY,09APR2025,2435000.000000,75,OPTIDX,NFO,5.000000
43952,NIFTY09APR2524450CE,NIFTY,09APR2025,2445000.000000,75,OPTIDX,NFO,5.000000
43969,NIFTY09APR2524700CE,NIFTY,09APR2025,2470000.000000,75,OPTIDX,NFO,5.000000
43961,NIFTY09APR2524550PE,NIFTY,09APR2025,2455000.000000,75,OPTIDX,NFO,5.000000
43983,NIFTY09APR2524950PE,NIFTY,09APR2025,2495000.000000,75,OPTIDX,NFO,5.000000
43994,NIFTY09APR2525250CE,NIFTY,09APR2025,2525000.000000,75,OPTIDX,NFO,5.000000
43999,NIFTY09APR2525300CE,NIFTY,09APR2025,2530000.000000,75,OPTIDX,NFO,5.000000
44003,NIFTY09APR2525350PE,NIFTY,09APR2025,2535000.000000,75,OPTIDX,NFO,5.000000
44001,NIFTY09APR2525300PE,NIFTY,09APR2025,2530000.000000,75,OPTIDX,NFO,5.000000
45865,NIFTY26JUN2517000CE,NIFTY,26JUN2025,1700000.000000,75,OPTIDX,NFO,5.000000
47354,BANKNIFTY26JUN2540500PE,BANKNIFTY,26JUN2025,4050000.000000,30,OPTIDX,NFO,5.000000
48031,NIFTY17APR2520850PE,NIFTY,17APR2025,2085000.000000,75,OPTIDX,NFO,5.000000
48016,NIFTY17APR2520650CE,NIFTY,17APR2025,2065000.000000,75,OPTIDX,NFO,5.000000
48029,NIFTY17APR2520800PE,NIFTY,17APR2025,2080000.000000,75,OPTIDX,NFO,5.000000
48063,NIFTY17APR2521000PE,NIFTY,17APR2025,2100000.000000,75,OPTIDX,NFO,5.000000
48087,NIFTY17APR2521200PE,NIFTY,17APR2025,2120000.000000,75,OPTIDX,NFO,5.000000
48107,NIFTY17APR2521600PE,NIFTY,17APR2025,2160000.000000,75,OPTIDX,NFO,5.000000
48117,NIFTY17APR2521850PE,NIFTY,17APR2025,2185000.000000,75,OPTIDX,NFO,5.000000
48150,NIFTY17APR2522250PE,NIFTY,17APR2025,2225000.000000,75,OPTIDX,NFO,5.000000
48169,NIFTY17APR2522350PE,NIFTY,17APR2025,2235000.000000,75,OPTIDX,NFO,5.000000
48178,NIFTY17APR2522550CE,NIFTY,17APR2025,2255000.000000,75,OPTIDX,NFO,5.000000
48123,NIFTY17APR2521950PE,NIFTY,17APR2025,2195000.000000,75,OPTIDX,NFO,5.000000
48179,NIFTY17APR2522550PE,NIFTY,17APR2025,2255000.000000,75,OPTIDX,NFO,5.000000
48231,NIFTY17APR2523200PE,NIFTY,17APR2025,2320000.000000,75,OPTIDX,NFO,5.000000
48278,NIFTY17APR2523650PE,NIFTY,17APR2025,2365000.000000,75,OPTIDX,NFO,5.000000
48213,NIFTY17APR2523050CE,NIFTY,17APR2025,2305000.000000,75,OPTIDX,NFO,5.000000
48321,NIFTY17APR2524100PE,NIFTY,17APR2025,2410000.000000,75,OPTIDX,NFO,5.000000
48283,NIFTY17APR2523700PE,NIFTY,17APR2025,2370000.000000,75,OPTIDX,NFO,5.000000
48287,NIFTY17APR2523750CE,NIFTY,17APR2025,2375000.000000,75,OPTIDX,NFO,5.000000
48292,NIFTY17APR2523850CE,NIFTY,17APR2025,2385000.000000,75,OPTIDX,NFO,5.000000
48333,NIFTY17APR2524400CE,NIFTY,17APR2025,2440000.000000,75,OPTIDX,NFO,5.000000
48335,NIFTY17APR2524450CE,NIFTY,17APR2025,2445000.000000,75,OPTIDX,NFO,5.000000
48399,NIFTY17APR2525050CE,NIFTY,17APR2025,2505000.000000,75,OPTIDX,NFO,5.000000
48418,NIFTY17APR2525350PE,NIFTY,17APR2025,2535000.000000,75,OPTIDX,NFO,5.000000
49177,NIFTY24DEC2516000CE,NIFTY,24DEC2025,1600000.000000,75,OPTIDX,NFO,5.000000
50508,BANKNIFTY26JUN2551000PE,BANKNIFTY,26JUN2025,5100000.000000,30,OPTIDX,NFO,5.000000
50970,NIFTY26JUN2527000PE,NIFTY,26JUN2025,2700000.000000,75,OPTIDX,NFO,5.000000
50971,NIFTY24DEC2527000CE,NIFTY,24DEC2025,2700000.000000,75,OPTIDX,NFO,5.000000
50978,NIFTY31DEC2627000CE,NIFTY,31DEC2026,2700000.000000,75,OPTIDX,NFO,5.000000
50981,NIFTY24JUN2727000CE,NIFTY,24JUN2027,2700000.000000,75,OPTIDX,NFO,5.000000
51835,NIFTY30APR2521650CE,NIFTY,30APR2025,2165000.000000,75,OPTIDX,NFO,5.000000
51809,NIFTY30APR2521150PE,NIFTY,30APR2025,2115000.000000,75,OPTIDX,NFO,5.000000
51846,NIFTY30APR2521900CE,NIFTY,30APR2025,2190000.000000,75,OPTIDX,NFO,5.000000
51850,NIFTY30APR2522000CE,NIFTY,30APR2025,2200000.000000,75,OPTIDX,NFO,5.000000
51906,NIFTY30APR2522850CE,NIFTY,30APR2025,2285000.000000,75,OPTIDX,NFO,5.000000
51902,NIFTY30APR2522750CE,NIFTY,30APR2025,2275000.000000,75,OPTIDX,NFO,5.000000
51933,NIFTY30APR2523150CE,NIFTY,30APR2025,2315000.000000,75,OPTIDX,NFO,5.000000
51940,NIFTY30APR2523300PE,NIFTY,30APR2025,2330000.000000,75,OPTIDX,NFO,5.000000
51913,NIFTY30APR2522900PE,NIFTY,30APR2025,2290000.000000,75,OPTIDX,NFO,5.000000
51914,NIFTY30APR2522950CE,NIFTY,30APR2025,2295000.000000,75,OPTIDX,NFO,5.000000
51949,NIFTY30APR2523500PE,NIFTY,30APR2025,2350000.000000,75,OPTIDX,NFO,5.000000
51942,NIFTY30APR2523350CE,NIFTY,30APR2025,2335000.000000,75,OPTIDX,NFO,5.000000
51953,NIFTY30APR2523550PE,NIFTY,30APR2025,2355000.000000,75,OPTIDX,NFO,5.000000
51958,NIFTY30APR2523650PE,NIFTY,30APR2025,2365000.000000,75,OPTIDX,NFO,5.000000
51961,NIFTY30APR2523700PE,NIFTY,30APR2025,2370000.000000,75,OPTIDX,NFO,5.000000
51980,NIFTY30APR2524050CE,NIFTY,30APR2025,2405000.000000,75,OPTIDX,NFO,5.000000
51982,NIFTY30APR2524100CE,NIFTY,30APR2025,2410000.000000,75,OPTIDX,NFO,5.000000
52051,NIFTY30APR2525000PE,NIFTY,30APR2025,2500000.000000,75,OPTIDX,NFO,5.000000
52054,NIFTY30APR2525050CE,NIFTY,30APR2025,2505000.000000,75,OPTIDX,NFO,5.000000
52069,NIFTY30APR2525250PE,NIFTY,30APR2025,2525000.000000,75,OPTIDX,NFO,5.000000
53599,NIFTY30DEC2717000CE,NIFTY,30DEC2027,1700000.000000,75,OPTIDX,NFO,5.000000
53617,NIFTY30DEC2722000PE,NIFTY,30DEC2027,2200000.000000,75,OPTIDX,NFO,5.000000
53619,NIFTY30DEC2723000PE,NIFTY,30DEC2027,2300000.000000,75,OPTIDX,NFO,5.000000
54787,BANKNIFTY26JUN2552500CE,BANKNIFTY,26JUN2025,5250000.000000,30,OPTIDX,NFO,5.000000
56782,BANKNIFTY26JUN25FUT,BANKNIFTY,26JUN2025,-1.000000,30,FUTIDX,NFO,5.000000
37749,NIFTY26JUN2523000CE,NIFTY,26JUN2025,2300000.000000,75,OPTIDX,NFO,5.000000
38375,NIFTY26JUN2520000PE,NIFTY,26JUN2025,2000000.000000,75,OPTIDX,NFO,5.000000
38451,NIFTY08MAY2521450PE,NIFTY,08MAY2025,2145000.000000,75,OPTIDX,NFO,5.000000
38471,NIFTY08MAY2521950PE,NIFTY,08MAY2025,2195000.000000,75,OPTIDX,NFO,5.000000
38158,NIFTY31DEC2629000CE,NIFTY,31DEC2026,2900000.000000,75,OPTIDX,NFO,5.000000
38483,NIFTY08MAY2522200PE,NIFTY,08MAY2025,2220000.000000,75,OPTIDX,NFO,5.000000
38485,NIFTY08MAY2522250PE,NIFTY,08MAY2025,2225000.000000,75,OPTIDX,NFO,5.000000
38488,NIFTY08MAY2522350CE,NIFTY,08MAY2025,2235000.000000,75,OPTIDX,NFO,5.000000
38481,NIFTY08MAY2522150PE,NIFTY,08MAY2025,2215000.000000,75,OPTIDX,NFO,5.000000
38494,NIFTY08MAY2522500CE,NIFTY,08MAY2025,2250000.000000,75,OPTIDX,NFO,5.000000
38497,NIFTY08MAY2522550PE,NIFTY,08MAY2025,2255000.000000,75,OPTIDX,NFO,5.000000
38513,NIFTY08MAY2522800PE,NIFTY,08MAY2025,2280000.000000,75,OPTIDX,NFO,5.000000
38522,NIFTY08MAY2522900CE,NIFTY,08MAY2025,2290000.000000,75,OPTIDX,NFO,5.000000
38562,NIFTY08MAY2523550CE,NIFTY,08MAY2025,2355000.000000,75,OPTIDX,NFO,5.000000
38524,NIFTY08MAY2522950CE,NIFTY,08MAY2025,2295000.000000,75,OPTIDX,NFO,5.000000
38586,NIFTY08MAY2523950CE,NIFTY,08MAY2025,2395000.000000,75,OPTIDX,NFO,5.000000
38637,NIFTY08MAY2524950PE,NIFTY,08MAY2025,2495000.000000,75,OPTIDX,NFO,5.000000
38606,NIFTY08MAY2524400CE,NIFTY,08MAY2025,2440000.000000,75,OPTIDX,NFO,5.000000
38614,NIFTY08MAY2524500PE,NIFTY,08MAY2025,2450000.000000,75,OPTIDX,NFO,5.000000
39988,NIFTY24DEC2519000PE,NIFTY,24DEC2025,1900000.000000,75,OPTIDX,NFO,5.000000
43783,NIFTY09APR2520700PE,NIFTY,09APR2025,2070000.000000,75,OPTIDX,NFO,5.000000
43785,NIFTY09APR2520750CE,NIFTY,09APR2025,2075000.000000,75,OPTIDX,NFO,5.000000
43780,NIFTY09APR2520650CE,NIFTY,09APR2025,2065000.000000,75,OPTIDX,NFO,5.000000
43814,NIFTY09APR2521400CE,NIFTY,09APR2025,2140000.000000,75,OPTIDX,NFO,5.000000
43845,NIFTY09APR2522150PE,NIFTY,09APR2025,2215000.000000,75,OPTIDX,NFO,5.000000
43850,NIFTY09APR2522300CE,NIFTY,09APR2025,2230000.000000,75,OPTIDX,NFO,5.000000
43864,NIFTY09APR2522650CE,NIFTY,09APR2025,2265000.000000,75,OPTIDX,NFO,5.000000
43910,NIFTY09APR2523550CE,NIFTY,09APR2025,2355000.000000,75,OPTIDX,NFO,5.000000
43955,NIFTY09APR2524500PE,NIFTY,09APR2025,2450000.000000,75,OPTIDX,NFO,5.000000
43988,NIFTY09APR2525100CE,NIFTY,09APR2025,2510000.000000,75,OPTIDX,NFO,5.000000
48094,NIFTY17APR2521300CE,NIFTY,17APR2025,2130000.000000,75,OPTIDX,NFO,5.000000
48090,NIFTY17APR2521250CE,NIFTY,17APR2025,2125000.000000,75,OPTIDX,NFO,5.000000
48027,NIFTY17APR2520750PE,NIFTY,17APR2025,2075000.000000,75,OPTIDX,NFO,5.000000
48106,NIFTY17APR2521600CE,NIFTY,17APR2025,2160000.000000,75,OPTIDX,NFO,5.000000
48149,NIFTY17APR2522250CE,NIFTY,17APR2025,2225000.000000,75,OPTIDX,NFO,5.000000
48190,NIFTY17APR2522750CE,NIFTY,17APR2025,2275000.000000,75,OPTIDX,NFO,5.000000
48109,NIFTY17APR2521650PE,NIFTY,17APR2025,2165000.000000,75,OPTIDX,NFO,5.000000
48114,NIFTY17APR2521800CE,NIFTY,17APR2025,2180000.000000,75,OPTIDX,NFO,5.000000
48268,NIFTY17APR2523550PE,NIFTY,17APR2025,2355000.000000,75,OPTIDX,NFO,5.000000
48277,NIFTY17APR2523650CE,NIFTY,17APR2025,2365000.000000,75,OPTIDX,NFO,5.000000
48293,NIFTY17APR2523850PE,NIFTY,17APR2025,2385000.000000,75,OPTIDX,NFO,5.000000
48226,NIFTY17APR2523150CE,NIFTY,17APR2025,2315000.000000,75,OPTIDX,NFO,5.000000
48332,NIFTY17APR2524350PE,NIFTY,17APR2025,2435000.000000,75,OPTIDX,NFO,5.000000
48303,BANKNIFTY26JUN2543500PE,BANKNIFTY,26JUN2025,4350000.000000,30,OPTIDX,NFO,5.000000
48314,BANKNIFTY26JUN2549500CE,BANKNIFTY,26JUN2025,4950000.000000,30,OPTIDX,NFO,5.000000
48298,NIFTY17APR2524000CE,NIFTY,17APR2025,2400000.000000,75,OPTIDX,NFO,5.000000
48376,NIFTY17APR2524900CE,NIFTY,17APR2025,2490000.000000,75,OPTIDX,NFO,5.000000
48401,NIFTY17APR2525100CE,NIFTY,17APR2025,2510000.000000,75,OPTIDX,NFO,5.000000
48415,NIFTY17APR2525300CE,NIFTY,17APR2025,2530000.000000,75,OPTIDX,NFO,5.000000
48428,NIFTY17APR2525400PE,NIFTY,17APR2025,2540000.000000,75,OPTIDX,NFO,5.000000
50462,NIFTY25JUN2616000PE,NIFTY,25JUN2026,1600000.000000,75,OPTIDX,NFO,5.000000
50547,NIFTY31DEC2628000CE,NIFTY,31DEC2026,2800000.000000,75,OPTIDX,NFO,5.000000
50973,NIFTY25JUN2627000CE,NIFTY,25JUN2026,2700000.000000,75,OPTIDX,NFO,5.000000
51831,NIFTY30APR2521550CE,NIFTY,30APR2025,2155000.000000,75,OPTIDX,NFO,5.000000
51805,NIFTY30APR2521150CE,NIFTY,30APR2025,2115000.000000,75,OPTIDX,NFO,5.000000
51812,NIFTY30APR2521250CE,NIFTY,30APR2025,2125000.000000,75,OPTIDX,NFO,5.000000
51824,NIFTY30APR2521400CE,NIFTY,30APR2025,2140000.000000,75,OPTIDX,NFO,5.000000
51837,NIFTY30APR2521700CE,NIFTY,30APR2025,2170000.000000,75,OPTIDX,NFO,5.000000
51832,NIFTY30APR2521550PE,NIFTY,30APR2025,2155000.000000,75,OPTIDX,NFO,5.000000
51840,NIFTY30APR2521750CE,NIFTY,30APR2025,2175000.000000,75,OPTIDX,NFO,5.000000
51853,NIFTY30APR2522050PE,NIFTY,30APR2025,2205000.000000,75,OPTIDX,NFO,5.000000
51870,NIFTY30APR2522350CE,NIFTY,30APR2025,2235000.000000,75,OPTIDX,NFO,5.000000
51871,NIFTY30APR2522350PE,NIFTY,30APR2025,2235000.000000,75,OPTIDX,NFO,5.000000
51932,NIFTY30APR2523100PE,NIFTY,30APR2025,2310000.000000,75,OPTIDX,NFO,5.000000
51904,NIFTY30APR2522800CE,NIFTY,30APR2025,2280000.000000,75,OPTIDX,NFO,5.000000
51936,NIFTY30APR2523200PE,NIFTY,30APR2025,2320000.000000,75,OPTIDX,NFO,5.000000
51938,NIFTY30APR2523250PE,NIFTY,30APR2025,2325000.000000,75,OPTIDX,NFO,5.000000
